5,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400
0.16667,0.36667,0.7,0.76667,0.81667,0.78333,0.78333,0.8,0.78333,0.81667,0.81667,0.8,0.8,0.78333,0.81667,0.83333,0.85,0.83333,0.86667,0.76667,0.88333,0.83333,0.81667,0.81667,0.8,0.8,0.83333,0.76667,0.8,0.81667,0.86667,0.8,0.83333,0.85,0.83333,0.81667,0.8,0.81667,0.8,0.85,0.83333
0.26667,0.55,0.8,0.88333,0.93333,0.93333,0.91667,0.95,0.93333,0.93333,0.96667,0.95,0.93333,0.96667,0.91667,0.98333,0.93333,0.93333,0.91667,0.98333,0.93333,0.93333,0.95,0.93333,0.93333,0.93333,0.91667,0.93333,0.91667,0.95,0.95,0.95,0.93333,0.91667,0.93333,0.95,0.91667,0.91667,0.96667,0.91667,0.95
0.22333,0.455,0.73167,0.835,0.865,0.84667,0.86167,0.87,0.885,0.885,0.88167,0.875,0.88833,0.89167,0.87667,0.89333,0.88833,0.89833,0.88833,0.88667,0.9,0.89333,0.875,0.88167,0.88,0.87333,0.87333,0.89333,0.88667,0.88167,0.89667,0.88667,0.89,0.88333,0.88167,0.87667,0.87833,0.87,0.89,0.88833,0.88167
0.16667,0.38667,0.74333,0.87333,0.915,0.92833,0.935,0.95,0.94833,0.955,0.955,0.95833,0.96,0.96,0.96167,0.96167,0.96333,0.965,0.95667,0.965,0.965,0.96833,0.96333,0.96333,0.96,0.96,0.965,0.965,0.96,0.96667,0.97,0.96833,0.96667,0.97,0.96833,0.96333,0.96667,0.96833,0.96167,0.97,0.96833
0.27,0.54167,0.82667,0.92333,0.945,0.94833,0.96,0.96667,0.96833,0.975,0.975,0.96667,0.97667,0.97667,0.97667,0.98,0.97667,0.97833,0.97333,0.975,0.97667,0.97833,0.97833,0.98,0.97667,0.97833,0.98167,0.98,0.98,0.98,0.98333,0.98167,0.98,0.97667,0.98333,0.98833,0.98,0.98333,0.98833,0.98167,0.98
0.27,0.54167,0.82667,0.92333,0.945,0.94833,0.96,0.96667,0.96833,0.975,0.975,0.96667,0.97667,0.97667,0.97667,0.98,0.97667,0.97833,0.97333,0.975,0.97667,0.97833,0.97833,0.98,0.97667,0.97833,0.98167,0.98,0.98,0.98,0.98333,0.98167,0.98,0.97667,0.98333,0.98833,0.98,0.98333,0.98833,0.98167,0.98
